지역,umdNm,aptNm,kaptCode,matchType,세대수,시공사,동수,사용승인일
서울 강서구,염창동,태영,A15786314,contains,277.0,태영건설(주),4,19991111
서울 강서구,염창동,월드메르디앙,A15704003,contains_ambiguous,168.0,월드건설(주),5,20040701
서울 강서구,염창동,삼성한마음,,no_match,,,,
서울 강서구,가양동,빛고을우방,A10021511,dedong,137.0,(주)우방,1,19990302
서울 강서구,염창동,대림,A10022042,contains,122.0,고려개발주식회사,2,19991026
서울 강서구,등촌동,삼성한사랑1,A15783905,dedong_ambiguous,244.0,삼성중공업,3,19971217
서울 강서구,염창동,현대3,A15776004,exact,127.0,현대산업개발,1,19961005
서울 강서구,방화동,마곡센트레빌,A10021419,exact,143.0,동부건설,1,20210929
서울 강서구,화곡동,초록,A15770801,contains,626.0,동원건설,9,19981116
서울 강서구,마곡동,마곡일성트루엘아파트,,no_match,,,,
서울 강서구,마곡동,신안,A15721003,contains,253.0,신안건설,3,19931223
서울 강서구,등촌동,대동황토방2,A15703005,contains,196.0,(주)대동,4,20031030
서울 강서구,등촌동,대동황토방,A15703002,contains_ambiguous,241.0,(주)대동,3,20000727
서울 강서구,염창동,길훈,A10025049,contains,115.0,(주)길훈종합건설,2,19990930
서울 강서구,등촌동,코오롱하늘채,A15703001,exact,200.0,코오롱글로벌(주),3,20031119
서울 강서구,방화동,신마곡벽산블루밍,A10024505,exact,298.0,벽산블루밍,5,20201126
서울 구로구,고척동,고척파크푸르지오,A15279403,exact,662.0,대우푸르지오,11,20090526
서울 구로구,개봉동,한마을,A15209002,contains,1983.0,"중앙건설,벽산건설",26,19990430
서울 구로구,신도림동,우성5,A15288801,contains,154.0,우성건설(주),1,19941215
서울 구로구,개봉동,현대홈타운,A15209206,contains,964.0,현대건설,11,20010822
서울 구로구,개봉동,개봉동현대아이파크,A15209207,contains,2412.0,현대건설(주),31,20010822
서울 구로구,개봉동,현대,A15209207,contains_ambiguous,2412.0,현대건설(주),31,20010822
서울 구로구,구로동,삼성래미안,A15284906,contains,1244.0,삼성물산,16,20040529
서울 금천구,독산동,금천롯데캐슬골드파크1차,A10027188,exact,1743.0,롯데건설(주),11,20161130
서울 금천구,독산동,금천롯데캐슬골드파크2차201동202동,A10026626,contains,292.0,롯데건설(주),2,20170928
서울 금천구,시흥동,남서울힐스테이트,A15370103,exact,1764.0,"풍림산업,현대건설",19,20140814
서울 영등포구,문래동4가,문래동삼환,A15009402,dedong,382.0,삼환기업,5,20010910
서울 영등포구,양평동3가,양평역미소지움,A10026457,exact,128.0,SG신성건설(주),1,20180124
서울 영등포구,양평동6가,동양,A15010602,contains,263.0,동양메이저(주),3,20000805
서울 영등포구,문래동6가,대원,A15009603,contains,218.0,(주)대원,3,19981028
서울 영등포구,양평동3가,삼천리,A15010303,contains,179.0,삼천리,2,20000629
서울 영등포구,문래동6가,문래베어스타운,A15009606,exact,304.0,상부종합건설(주),2,19970524
서울 영등포구,문래동6가,현대2차,A15009607,contains,390.0,현대,2,19871029
서울 영등포구,양평동5가,동보,A15010501,contains,184.0,동보건설,2,19981016
서울 영등포구,문래동6가,문래미원,A15009601,exact,170.0,미원건설(주),2,19960909
서울 영등포구,양평동3가,삼호,A15010304,contains,213.0,대림,1,19980508
서울 영등포구,대림동,보라매 신동아 파밀리에,A10027381,exact,247.0,신동아건설(주),4,20160729
서울 영등포구,양평동1가,한신공영,,no_match,,,,
서울 영등포구,도림동,동아에코빌,A15083202,contains,346.0,동아건설,5,20000128
서울 동작구,대방동,신일해피트리,A10023859,contains,130.0,신일건설주식회사,2,20051125
서울 동작구,상도동,쌍용스윗닷홈,A15683901,dedong,389.0,쌍용건설,6,20031120
서울 동작구,사당동,대창센시티,,no_match,,,,
서울 동작구,사당동,현대,A15681802,contains,265.0,현대산업개발,2,19910424
서울 동작구,상도동,현대(관악),A15678101,dedong,194.0,현대건설,2,20030616
서울 동작구,사당동,경남아너스빌2차,A15609303,dedong,340.0,대아건설,3,19970228
서울 동작구,대방동,우정,A15681103,contains,206.0,(주) 우정건설,2,19990122
서울 동작구,사당동,남해오네뜨,A10024811,exact,131.0,남해건설,1,20021230
서울 동작구,사당동,삼성,A10021807,contains_ambiguous,113.0,삼성준공업,1,19991231
서울 동작구,사당동,대성유니드,A15609001,dedong,151.0,대성산업(주),5,20090203
서울 관악구,봉천동,관악파크푸르지오,A15105008,exact,363.0,대우건설,7,20140919
서울 관악구,봉천동,건영6,A15176602,contains,184.0,(주)건영,3,19990517
서울 관악구,봉천동,현대(관악),,no_match,,,,
서울 관악구,봉천동,서울대입구아이원(1560-62),,no_match,,,,
서울 관악구,봉천동,벽산블루밍3차,A15178202,contains,281.0,벽산건설,5,20041220
서울 관악구,봉천동,서울대입구아이원(1560-61),A15184101,exact,374.0,풍림산업(주),7,20061130
서울 서초구,양재동,리시본하우스,,no_match,,,,
서울 강남구,도곡동,파크힐,,no_match,,,,
서울 강남구,대치동,테헤란로대우아이빌(891-6),A13528005,contains,372.0,대우건설,1,20040429
서울 강남구,역삼동,대우디오빌,A13592002,contains_ambiguous,457.0,대우건설,1,20020625
서울 송파구,가락동,풍림1,A10021256,dedong,105.0,풍림건설,1,19951130
서울 송파구,마천동,삼익1,A10020176,dedong,,삼익주택,1,19961115
서울 송파구,마천동,마천대성,,no_match,,,,
서울 송파구,가락동,진넥스베르디엠,,no_match,,,,
서울 송파구,문정동,현대2,A10022995,contains,108.0,현대건설,1,19951107
서울 송파구,거여동,우방1,A13881601,dedong,257.0,(주)우방,3,19990909
서울 송파구,풍납동,갑을,A10024358,contains,85.0,갑을건설,1,19960722
서울 송파구,오금동,우방,A13813002,contains,196.0,우방,3,20010312
서울 강동구,천호동,천호동삼성아파트,A13402305,dedong_ambiguous,396.0,삼성물산(주),3,19970526
서울 강동구,성내동,현대,A13484003,contains,277.0,현대산업개발(주),2,19871212
서울 강동구,성내동,둔촌역청구,A13484501,exact,222.0,(주)청구주택,2,19990311
서울 강동구,상일동,고덕센트럴IPARK,,no_match,,,,
서울 강동구,길동,현대1,A13480803,dedong,264.0,현대,2,19960809
서울 강동구,상일동,고덕리엔파크3단지,A13472701,exact,2283.0,신동아건설(주),41,20110127
서울 강동구,강일동,강일리버파크7단지,A13410010,exact,731.0,고속도로관리공단,11,20090609
서울 강동구,둔촌동,현대4,A13481802,contains,235.0,현대산업개발,2,19960229
서울 강동구,성내동,라움포레,,no_match,,,,
경기 수원시 팔달구,매교동,매교역푸르지오SKVIEW,,no_match,,,,
경기 수원시 영통구,망포동,영통아이파크캐슬1단지,A10025621,exact,1783.0,현대산업개발(주)외 1,16,20190312
경기 수원시 영통구,망포동,영통SKVIEW,A10027563,exact,710.0,sk 건설,8,20160610
경기 수원시 영통구,망포동,영통아이파크캐슬2단지,A10025715,exact,1162.0,"현대아이파크, 롯데캐슬",10,20190121
경기 수원시 영통구,망포동,그대가프리미어,A44370702,exact,602.0,임광토건(주),10,20100803
경기 수원시 영통구,망포동,영통아이파크캐슬3단지,A10023611,exact,664.0,"롯데건설, 현대산업개발",9,20220929
경기 성남시 수정구,단대동,코오롱하늘채,A46170403,contains,186.0,코오롱글로벌,4,20130221
경기 성남시 중원구,중앙동,중앙동힐스테이트2차,A46283503,exact,751.0,현대건설,15,20140707
경기 성남시 중원구,중앙동,중앙동힐스테이트1차,A46283501,exact,356.0,현대건설,7,20120521
경기 성남시 중원구,금광동,한양수자인성남마크뷰,A10024360,exact,711.0,한양건설,7,20210217
경기 성남시 분당구,정자동,느티마을(4단지)(공무원),,no_match,,,,
경기 성남시 분당구,정자동,느티마을(3단지)(공무원),,no_match,,,,
경기 성남시 분당구,이매동,이매촌(청구),A46383012,exact,710.0,주)청구,13,19920831
경기 성남시 분당구,서현동,효자촌(동아),A46376303,contains,648.0,공용토건(주),15,19920725
경기 성남시 분당구,야탑동,목련마을(한신),A46381709,contains,264.0,한신공영(주),5,19941228
경기 안양시 만안구,안양동,래미안안양메가트리아,A10027336,exact,4250.0,"1/3공구:삼성물산, 2공구 : 동부",35,20161026
경기 안양시 만안구,안양동,주공뜨란채(아),A43075306,dedong,1093.0,LH주택공사,11,20041115
경기 안양시 동안구,호계동,평촌어바인퍼스트,A10023559,exact,3850.0,"포스코, 대우건설, 현대건설,SK건설",34,20210407
경기 안양시 동안구,호계동,평촌더샵아이파크,A10025336,exact,1174.0,"포스코, 현대산업개발",13,20190328
경기 안양시 동안구,비산동,평촌자이아이파크,A10023993,exact,,"GS건설, 현대산업개발",22,20211229
경기 안양시 동안구,평촌동,초원마을대원,,no_match,,,,
경기 안양시 동안구,비산동,평촌엘프라우드,A10022506,exact,2739.0,비산초교주변지구주택재개발정비사업조합,35,20240619
경기 안양시 동안구,호계동,목련마을2단지대우선경,,no_match,,,,
경기 안양시 동안구,평촌동,초원LG,A43174404,exact,656.0,LG건설,9,19931030
경기 안양시 동안구,평촌동,초원마을대림,,no_match,,,,
경기 안양시 동안구,평촌동,인덕원대림2차,A43179705,exact,862.0,대림산업,10,20041120
경기 안양시 동안구,평촌동,초원부영,A43182909,exact,1743.0,부영건설,13,19921015
경기 안양시 동안구,평촌동,래미안인덕원더포인트,A43107003,exact,605.0,삼성물산,6,20000529
경기 안양시 동안구,호계동,무궁화경남,A43173804,exact,590.0,경남건설,8,19940823
경기 안양시 동안구,호계동,무궁화금호,A43173902,exact,438.0,금호건설(주),7,19920819
경기 안양시 동안구,호계동,목련우성5,,no_match,,,,
경기 안양시 동안구,관양동,공작아파트,A43178402,contains_ambiguous,766.0,럭키,8,19930623
경기 하남시,망월동,미사강변트래지안,A10027846,exact,620.0,LH,6,20151016
경기 용인시 기흥구,마북동,블루밍구성더센트럴,A44693813,exact,1576.0,(주)벽산건설,27,20000930
경기 용인시 수지구,풍덕천동,현대,A44878309,contains_ambiguous,1168.0,현대산업개발(주),12,19941220
경기 용인시 수지구,죽전동,벽산블루밍4단지,A44875508,contains,465.0,벽산건설(주),3,19990317
경기 용인시 수지구,죽전동,벽산블루밍2단지,A44875508,contains,465.0,벽산건설(주),3,19990317
경기 용인시 수지구,죽전동,벽산블루밍1단지,A44875508,contains,465.0,벽산건설(주),3,19990317
경기 용인시 수지구,신봉동,우남퍼스트빌,A44853509,exact,962.0,우남건설,11,20040114
경기 용인시 수지구,죽전동,벽산블루밍3단지,A44875508,contains,465.0,벽산건설(주),3,19990317
경기 용인시 수지구,죽전동,벽산블루밍3단지(301동),A44875508,contains,465.0,벽산건설(주),3,19990317
경기 용인시 수지구,동천동,우미이노스빌,A44851210,contains,396.0,우미종합건설,6,20040120
경기 용인시 수지구,상현동,성복역아이파크,A44852405,exact,584.0,현대산업개발,11,20020718
경기 용인시 수지구,상현동,서원마을현대홈타운,,no_match,,,,
경기 용인시 수지구,죽전동,현암마을동성2차,A44875411,exact,838.0,동성건설,12,19990513
경기 용인시 수지구,풍덕천동,수지삼성4차,,no_match,,,,
경기 용인시 수지구,상현동,벽산블루밍,A44813005,exact,631.0,벽산건설,8,19980831
경기 용인시 수지구,죽전동,동성1차,A44816015,contains,684.0,동성종합건설주식회사,9,19970619
경기 용인시 수지구,풍덕천동,수지삼성2차,,no_match,,,,
경기 용인시 수지구,상현동,성복역리버파크,A44874606,exact,702.0,동보건설(주),4,19980509
