지역,umdNm,aptNm,buildYear,addr_display,lat,lon,match_query
서울 동대문구,전농동,동대문롯데캐슬노블레스,2018,답십리로23길,37.5789239,127.0513668,대한민국 서울 동대문구 전농동 답십리로23길
서울 동대문구,전농동,래미안아름숲,2012,전농로16길,37.5806,127.05543,대한민국 서울 동대문구 전농동
서울 동대문구,전농동,래미안크레시티,2014,사가정로,37.5773921,127.057505,대한민국 서울 동대문구 전농동 사가정로
서울 동대문구,전농동,전농SK,2000,사가정로,37.5773921,127.057505,대한민국 서울 동대문구 전농동 사가정로
서울 동대문구,제기동,한신아파트,2004,고산자로,37.5894238,127.0366378,대한민국 서울 동대문구 제기동 고산자로
서울 동대문구,휘경동,휘경SK뷰,2019,휘경로,37.58773,127.06526,대한민국 서울 동대문구 휘경동
서울 동대문구,휘경동,휘경자이디센시아,2025,외대역동로,37.5909966,127.0671927,대한민국 서울 동대문구 휘경동 외대역동로
서울 동대문구,휘경동,휘경해모로프레스티지,2021,외대역동로1길,37.58773,127.06526,대한민국 서울 동대문구 휘경동
서울 동작구,노량진동,신동아리버파크,2001,만양로,37.5124196,126.9446412,대한민국 서울 동작구 노량진동 만양로
서울 동작구,노량진동,쌍용예가,2010,장승배기로16길,37.5082099,126.943063,대한민국 서울 동작구 노량진동 장승배기로16길
서울 동작구,노량진동,우성,1997,만양로8길,37.510106,126.9466493,대한민국 서울 동작구 노량진동 만양로8길
서울 동작구,노량진동,힐스테이트장승배기역,2026,상도로,37.5126131,126.942124,대한민국 서울 동작구 노량진동
서울 동작구,대방동,대림아파트,1993,여의대방로44길,37.5092473,126.9284204,대한민국 서울 동작구 대방동 여의대방로44길
서울 동작구,대방동,대방동현대,1994,등용로,37.505551,126.9342135,대한민국 서울 동작구 대방동 등용로
서울 동작구,대방동,주공2,1995,여의대방로44길,37.5092473,126.9284204,대한민국 서울 동작구 대방동 여의대방로44길
서울 동작구,대방동,현대홈타운2,1999,알마타길,37.5112404,126.9285068,대한민국 서울 동작구 대방동 알마타길
서울 동작구,본동,삼성래미안,2004,매봉로,37.5102437,126.9511539,대한민국 서울 동작구 본동 매봉로
서울 동작구,본동,신동아,1993,매봉로,37.5102437,126.9511539,대한민국 서울 동작구 본동 매봉로
서울 동작구,본동,유원강변,2000,노량진로23가길,37.5147132,126.9508771,대한민국 서울 동작구 본동 노량진로23가길
서울 동작구,사당동,극동(105),1993,동작대로29길,37.48508,126.9704949,대한민국 서울 동작구 사당동
서울 동작구,사당동,대림(169-8),1990,사당로17길,37.4849092,126.9734819,대한민국 서울 동작구 사당동 사당로17길
서울 동작구,사당동,두산위브트레지움,2011,사당로13길,37.4851574,126.972201,대한민국 서울 동작구 사당동 사당로13길
서울 동작구,사당동,사당롯데캐슬골든포레,2021,사당로,37.4927818,126.9629441,대한민국 서울 동작구 사당동 사당로
서울 동작구,사당동,사당자이,1999,사당로2가길,37.48508,126.9704949,대한민국 서울 동작구 사당동
서울 동작구,사당동,사당휴먼시아,2009,사당로16길,37.48508,126.9704949,대한민국 서울 동작구 사당동
서울 동작구,사당동,신동아4,1993,동작대로29길,37.48508,126.9704949,대한민국 서울 동작구 사당동
서울 동작구,사당동,신동아5,1998,동작대로29길,37.48508,126.9704949,대한민국 서울 동작구 사당동
서울 동작구,사당동,제일,1987,사당로16다길,37.48508,126.9704949,대한민국 서울 동작구 사당동
서울 동작구,상도동,삼성래미안2,2003,상도로55길,37.4988159,126.9441045,대한민국 서울 동작구 상도동
서울 동작구,상도동,상도동래미안1차,2004,등용로,37.4988159,126.9441045,대한민국 서울 동작구 상도동
서울 동작구,상도동,상도푸르지오클라베뉴,2024,성대로,37.4987549,126.9336939,대한민국 서울 동작구 상도동 성대로
서울 동작구,상도동,중앙하이츠빌,2003,상도로,37.5030223,126.9360156,대한민국 서울 동작구 상도동 상도로
서울 동작구,상도동,힐스테이트 상도 센트럴파크,2012,상도로,37.5030223,126.9360156,대한민국 서울 동작구 상도동 상도로
서울 동작구,신대방동,보라매e편한세상,2010,보라매로,37.4987451,126.928163,대한민국 서울 동작구 신대방동 보라매로
서울 동작구,신대방동,보라매자이더포레스트,2021,여의대방로22길,37.4980601,126.9261666,대한민국 서울 동작구 신대방동 여의대방로22길
서울 동작구,신대방동,한성아파트,1995,여의대방로10길,37.4914562,126.9166688,대한민국 서울 동작구 신대방동
서울 동작구,흑석동,우리유앤미,2003,서달로,37.5042013,126.9607734,대한민국 서울 동작구 흑석동 서달로
서울 동작구,흑석동,청호,1997,서달로2길,37.5003347,126.9624163,대한민국 서울 동작구 흑석동 서달로2길
서울 동작구,흑석동,흑석동양아파트,2003,서달로1길,37.5001169,126.9599182,대한민국 서울 동작구 흑석동 서달로1길
서울 마포구,공덕동,마포현대,1988,마포대로11길,37.549927,126.9592897,대한민국 서울 마포구 공덕동
서울 마포구,도화동,마포동원베네스트,2010,도화4길,37.5390483,126.9512567,대한민국 서울 마포구 도화동 도화4길
서울 마포구,도화동,한화오벨리스크,2004,마포대로,37.5416713,126.9493505,대한민국 서울 마포구 도화동 마포대로
서울 마포구,도화동,현대홈타운,2000,새창로8길,37.5372505,126.9524443,대한민국 서울 마포구 도화동 새창로8길
서울 마포구,마포동,마포쌍용황금아파트,2000,마포대로4라길,37.53672,126.94288,대한민국 서울 마포구 마포동
서울 마포구,망원동,마포한강아이파크,2019,희우정로,37.5554867,126.9000582,대한민국 서울 마포구 망원동 희우정로
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,37.5740667,126.8926152,대한민국 서울 마포구 상암동 월드컵북로47길
서울 마포구,성산동,월드컵아이파크(667),2009,모래내로9길,37.5678161,126.9127181,대한민국 서울 마포구 성산동 모래내로9길
서울 마포구,신공덕동,신공덕e편한세상,2007,백범로,37.5447,126.95606,대한민국 서울 마포구 신공덕동
서울 마포구,신공덕동,신공덕래미안2차,2000,만리재로,37.5453602,126.9563019,대한민국 서울 마포구 신공덕동 만리재로
서울 마포구,신수동,신수동성원,1998,독막로28길,37.5456027,126.9369961,대한민국 서울 마포구 신수동 독막로28길
서울 마포구,신수동,신촌삼익,1997,신수로,37.5472043,126.9343,대한민국 서울 마포구 신수동 신수로
서울 마포구,신정동,서강GS,1999,창전로,37.5441889,126.9305677,대한민국 서울 마포구 신정동 창전로
서울 마포구,연남동,코오롱,2003,연남로,37.5615616,126.922487,대한민국 서울 마포구 연남동 연남로
서울 마포구,염리동,상록,1997,숭문길,37.5484653,126.9460826,대한민국 서울 마포구 염리동 숭문길
서울 마포구,염리동,염리삼성래미안,2001,백범로25길,37.5494,126.9483368,대한민국 서울 마포구 염리동 백범로25길
서울 마포구,창전동,창전동현대홈타운,2005,서강로,37.55007,126.92938,대한민국 서울 마포구 창전동
서울 마포구,창전동,창전래미안,1998,서강로,37.55007,126.92938,대한민국 서울 마포구 창전동
서울 마포구,현석동,밤섬힐스테이트,1999,신수로3길,37.5424927,126.933417,대한민국 서울 마포구 현석동 신수로3길
서울 서대문구,남가좌동,DMC금호리첸시아,2024,수색로2길,37.5766371,126.921065,대한민국 서울 서대문구 남가좌동
서울 서대문구,남가좌동,DMC센트럴아이파크,2018,증가로,37.5775693,126.9220241,대한민국 서울 서대문구 남가좌동 증가로
서울 서대문구,남가좌동,DMC센트레빌,2009,거북골로,37.5752269,126.9159899,대한민국 서울 서대문구 남가좌동 거북골로
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,37.5752269,126.9159899,대한민국 서울 서대문구 남가좌동 거북골로
서울 서대문구,남가좌동,DMC파크뷰자이1단지,2015,가재울미래로,37.5766371,126.921065,대한민국 서울 서대문구 남가좌동
서울 서대문구,남가좌동,DMC파크뷰자이2단지,2015,가재울미래로,37.5766371,126.921065,대한민국 서울 서대문구 남가좌동
서울 서대문구,남가좌동,DMC파크뷰자이3단지,2015,가재울미래로,37.5766371,126.921065,대한민국 서울 서대문구 남가좌동
서울 서대문구,남가좌동,DMC파크뷰자이4단지,2015,가재울미래로,37.5766371,126.921065,대한민국 서울 서대문구 남가좌동
서울 서대문구,남가좌동,DMC파크뷰자이5단지,2015,가재울미래로,37.5766371,126.921065,대한민국 서울 서대문구 남가좌동
서울 서대문구,남가좌동,래미안남가좌2차,2005,수색로6길,37.5766371,126.921065,대한민국 서울 서대문구 남가좌동
서울 서대문구,남가좌동,래미안루센티아,2020,거북골로,37.5752269,126.9159899,대한민국 서울 서대문구 남가좌동 거북골로
서울 서대문구,냉천동,돈의문센트레빌,2011,독립문로14길,37.5668762,126.9614941,대한민국 서울 서대문구 냉천동 독립문로14길
서울 서대문구,대현동,신촌럭키,1999,이화여대길,37.5593267,126.9435755,대한민국 서울 서대문구 대현동 이화여대길
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,37.5789959,126.9103438,대한민국 서울 서대문구 북가좌동
서울 서대문구,북아현동,e편한세상신촌3단지,2018,북아현로,37.5670585,126.9513361,대한민국 서울 서대문구 북아현동 북아현로
서울 서대문구,북아현동,두산,1999,이화여대8길,37.5594699,126.9493951,대한민국 서울 서대문구 북아현동 이화여대8길
서울 서대문구,합동,에스케이뷰,2008,서소문로,37.5593883,126.9637105,대한민국 서울 서대문구 합동 서소문로
서울 서대문구,현저동,독립문극동(200-0),1998,독립문공원길,37.572601,126.9570652,대한민국 서울 서대문구 현저동 독립문공원길
서울 서대문구,홍은동,e편한세상서대문,2023,통일로,37.5962144,126.9391908,대한민국 서울 서대문구 홍은동 통일로
서울 서대문구,홍은동,북한산더샵,2017,통일로,37.5962144,126.9391908,대한민국 서울 서대문구 홍은동 통일로
서울 서대문구,홍제동,서대문푸르지오센트럴파크,2023,통일로,37.5856103,126.9487203,대한민국 서울 서대문구 홍제동 통일로
서울 서대문구,홍제동,인왕산현대,2000,통일로34길,37.5861285,126.9498964,대한민국 서울 서대문구 홍제동 통일로34길
서울 서대문구,홍제동,홍제센트럴IPARK,2020,통일로,37.5856103,126.9487203,대한민국 서울 서대문구 홍제동 통일로
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,37.5871,126.94676,대한민국 서울 서대문구 홍제동
서울 서대문구,홍제동,홍제원현대(459-0),2000,통일로34길,37.5861285,126.9498964,대한민국 서울 서대문구 홍제동 통일로34길
서울 서초구,방배동,방배중앙센트레빌,2021,방배중앙로,37.4787937,126.9929225,대한민국 서울 서초구 방배동
서울 서초구,방배동,서초이에스에이3차,2002,명달로,37.4782481,127.0046636,대한민국 서울 서초구 방배동 명달로
서울 서초구,방배동,서초훼미리하우스,2017,효령로,37.4818504,127.0026258,대한민국 서울 서초구 방배동 효령로
서울 서초구,서초동,두진한아름,1995,효령로67길,37.488923,127.0230357,대한민국 서울 서초구 서초동 효령로67길
서울 서초구,서초동,비버리캐슬,2020,반포대로9길,37.4884513,127.0164398,대한민국 서울 서초구 서초동
서울 서초구,서초동,서초한빛삼성,1999,서초대로40길,37.4884513,127.0164398,대한민국 서울 서초구 서초동
서울 서초구,서초동,우성아파트,1998,서초대로74길,37.4913209,127.0218781,대한민국 서울 서초구 서초동 서초대로74길
서울 서초구,서초동,초원현대,1998,효령로68길,37.485383,127.0200162,대한민국 서울 서초구 서초동 효령로68길
서울 서초구,우면동,한라,1994,바우뫼로,37.4717114,127.0272966,대한민국 서울 서초구 우면동 바우뫼로
서울 서초구,우면동,호반써밋서초파크뷰(토지임대부아파트),2013,양재대로2길,37.4589602,127.0230227,대한민국 서울 서초구 우면동 양재대로2길
서울 성동구,금호동1가,벽산,2001,금호로,37.5533454,127.0222882,대한민국 서울 성동구 금호동1가 금호로
서울 성동구,금호동1가,신금호두산위브,2006,행당로,37.5553937,127.022195,대한민국 서울 성동구 금호동1가 행당로
서울 성동구,금호동3가,금호한신,2005,금호산길,37.5491224,127.0191051,대한민국 서울 성동구 금호동3가 금호산길
서울 성동구,금호동3가,두산,1994,동호로,37.5504306,127.0140092,대한민국 서울 성동구 금호동3가 동호로
서울 성동구,금호동4가,서울숲르씨엘,2023,독서당로46길,37.547663,127.0230485,대한민국 서울 성동구 금호동4가 독서당로46길
서울 성동구,마장동,대성유니드,2004,마장로37길,37.5683632,127.0404581,대한민국 서울 성동구 마장동 마장로37길
서울 성동구,마장동,마장동중앙하이츠,1999,마장로,37.5660828,127.0370089,대한민국 서울 성동구 마장동 마장로
서울 성동구,마장동,신성미소지움,2004,마장로39길,37.5674992,127.0428878,대한민국 서울 성동구 마장동 마장로39길
서울 성동구,마장동,왕십리금호어울림,2006,마조로,37.5654429,127.0385125,대한민국 서울 성동구 마장동 마조로
서울 성동구,마장동,왕십리삼성아파트,1996,마장로,37.5660828,127.0370089,대한민국 서울 성동구 마장동 마장로
서울 성동구,마장동,현대,1998,살곶이길,37.570776,127.042331,대한민국 서울 성동구 마장동 살곶이길
서울 성동구,성수동1가,동아그린,1999,상원길,37.5435,127.03742,대한민국 서울 성동구 성수동1가
서울 성동구,성수동1가,우방,1997,상원길,37.5435,127.03742,대한민국 서울 성동구 성수동1가
서울 성동구,성수동2가,금호타운2차아파트,1997,연무장길,37.5411759,127.0595267,대한민국 서울 성동구 성수동2가 연무장길
서울 성동구,성수동2가,성수우방2차아파트,1999,성수일로10길,37.54048,127.05601,대한민국 서울 성동구 성수동2가
서울 성동구,성수동2가,신성미소지움,2001,뚝섬로13길,37.5399278,127.0577174,대한민국 서울 성동구 성수동2가 뚝섬로13길
서울 성동구,옥수동,극동그린,1997,독서당로,37.5436126,127.0142964,대한민국 서울 성동구 옥수동 독서당로
서울 성동구,응봉동,대림(2차),1989,독서당로,37.5539934,127.0337377,대한민국 서울 성동구 응봉동 독서당로
서울 성동구,응봉동,서울숲리버그린동아아파트,2003,고산자로4길,37.5541947,127.0363431,대한민국 서울 성동구 응봉동 고산자로4길
서울 성동구,응봉동,신동아,1996,독서당로,37.5539934,127.0337377,대한민국 서울 성동구 응봉동 독서당로
서울 성동구,하왕십리동,극동미라주,2001,난계로,37.5604865,127.0238007,대한민국 서울 성동구 하왕십리동 난계로
서울 성동구,하왕십리동,금호베스트빌,2001,난계로,37.5604865,127.0238007,대한민국 서울 성동구 하왕십리동 난계로
서울 성동구,하왕십리동,왕십리KCC스위첸,2016,무학봉길,37.5595367,127.0255042,대한민국 서울 성동구 하왕십리동 무학봉길
서울 성동구,하왕십리동,왕십리풍림아이원,2004,난계로,37.5604865,127.0238007,대한민국 서울 성동구 하왕십리동 난계로
서울 성동구,행당동,대림e-편한세상,2000,행당로,37.5580342,127.0315151,대한민국 서울 성동구 행당동 행당로
서울 성동구,행당동,두산,1997,고산자로14길,37.5616423,127.0367932,대한민국 서울 성동구 행당동 고산자로14길
서울 성동구,행당동,서울숲 한신 더 휴,2003,고산자로,37.5602196,127.0344954,대한민국 서울 성동구 행당동 고산자로
서울 성동구,행당동,신동아,1995,독서당로,37.55783,127.03571,대한민국 서울 성동구 행당동
서울 송파구,가락동,"가락3차쌍용스윗닷홈101동,102동",2005,송이로21길,37.4979986,127.1235429,대한민국 서울 송파구 가락동 송이로21길
서울 송파구,가락동,가락우성2,2000,중대로12길,37.4929469,127.1242872,대한민국 서울 송파구 가락동 중대로12길
서울 송파구,가락동,대림,1988,송이로,37.4976337,127.1210473,대한민국 서울 송파구 가락동 송이로
서울 송파구,거여동,거여1단지,1997,양산로8길,37.4915268,127.1451203,대한민국 서울 송파구 거여동 양산로8길
서울 송파구,거여동,거여4단지,1997,양산로4길,37.489834,127.1450217,대한민국 서울 송파구 거여동 양산로4길
서울 송파구,거여동,거여5단지,1997,양산로4길,37.489834,127.1450217,대한민국 서울 송파구 거여동 양산로4길
서울 송파구,마천동,마천동금호타운1,1998,마천로57길,37.49803,127.15167,대한민국 서울 송파구 마천동
서울 송파구,문정동,문정대우푸르지오1차,1999,문정로,37.4850937,127.1193144,대한민국 서울 송파구 문정동
서울 송파구,문정동,문정대우푸르지오2차,2001,송이로32길,37.4850937,127.1193144,대한민국 서울 송파구 문정동
서울 송파구,문정동,세양청마루,2004,송이로31길,37.4850937,127.1193144,대한민국 서울 송파구 문정동
서울 송파구,방이동,방이금호어울림,2001,위례성대로8길,37.5131821,127.1189294,대한민국 서울 송파구 방이동 위례성대로8길
서울 송파구,방이동,올림픽베어스타운1,1996,위례성대로,37.5164988,127.1151773,대한민국 서울 송파구 방이동 위례성대로
서울 송파구,송파동,미성맨션,1985,오금로32길,37.5044007,127.1156551,대한민국 서울 송파구 송파동
서울 송파구,송파동,송파파밀리에더퍼스트,2023,송이로4길,37.5044007,127.1156551,대한민국 서울 송파구 송파동
서울 송파구,송파동,현대,1997,오금로32길,37.5044007,127.1156551,대한민국 서울 송파구 송파동
서울 송파구,오금동,상아2차아파트,1988,오금로,37.4959365,127.138718,대한민국 서울 송파구 오금동 오금로
서울 송파구,오금동,송파두산위브,2019,성내천로,37.4990909,127.1427648,대한민국 서울 송파구 오금동 성내천로
서울 송파구,잠실동,잠실월드메르디앙,2005,올림픽로,37.5115268,127.0757708,대한민국 서울 송파구 잠실동 올림픽로
서울 송파구,장지동,송파파인타운10단지,2007,송파대로8길,37.4783815,127.1309355,대한민국 서울 송파구 장지동 송파대로8길
서울 송파구,장지동,송파파인타운8단지,2008,충민로4길,37.4791965,127.1296095,대한민국 서울 송파구 장지동 충민로4길
서울 송파구,풍납동,극동,1987,올림픽로45길,37.5271776,127.1163734,대한민국 서울 송파구 풍납동 올림픽로45길
서울 송파구,풍납동,동아한가람1,1995,한가람로,37.5271939,127.1075155,대한민국 서울 송파구 풍납동 한가람로
서울 송파구,풍납동,송파현대힐스테이트,2006,풍성로26길,37.5312297,127.1181252,대한민국 서울 송파구 풍납동 풍성로26길
서울 송파구,풍납동,신성노바빌아파트,2000,한가람로,37.5271939,127.1075155,대한민국 서울 송파구 풍납동 한가람로
서울 송파구,풍납동,씨티극동1,1998,한가람로,37.5271939,127.1075155,대한민국 서울 송파구 풍납동 한가람로
서울 송파구,풍납동,한강극동,1995,토성로,37.5297467,127.1148779,대한민국 서울 송파구 풍납동 토성로
서울 송파구,풍납동,현대리버빌1지구,1999,토성로,37.5297467,127.1148779,대한민국 서울 송파구 풍납동 토성로
서울 송파구,풍납동,현대리버빌2지구,1999,풍성로24길,37.5314658,127.1172477,대한민국 서울 송파구 풍납동 풍성로24길
서울 양천구,목동,롯데캐슬위너,2005,목동중앙북로,37.5261241,126.8645174,대한민국 서울 양천구 목동
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,37.5261241,126.8645174,대한민국 서울 양천구 목동
서울 양천구,목동,삼익,1997,목동동로12길,37.5261241,126.8645174,대한민국 서울 양천구 목동
서울 양천구,목동,진도2,1999,목동동로,37.5352107,126.8793143,대한민국 서울 양천구 목동 목동동로
서울 양천구,신월동,롯데캐슬,2014,중앙로29길,37.5290495,126.8335466,대한민국 서울 양천구 신월동
서울 양천구,신월동,목동센트럴아이파크위브1단지,2020,남부순환로83길,37.5290495,126.8335466,대한민국 서울 양천구 신월동
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,37.5290495,126.8335466,대한민국 서울 양천구 신월동
서울 양천구,신월동,목동센트럴아이파크위브3단지,2020,남부순환로83길,37.5290495,126.8335466,대한민국 서울 양천구 신월동
서울 양천구,신월동,목동센트럴아이파크위브4단지,2020,남부순환로83길,37.5290495,126.8335466,대한민국 서울 양천구 신월동
서울 양천구,신정동,래미안목동아델리체(119동~123동),2021,중앙로43길,37.5187371,126.852723,대한민국 서울 양천구 신정동 중앙로43길
서울 양천구,신정동,목동2삼성래미안,2001,목동남로4길,37.5163163,126.8634455,대한민국 서울 양천구 신정동
서울 양천구,신정동,호반써밋목동,2022,중앙로29길,37.5214012,126.8477377,대한민국 서울 양천구 신정동 중앙로29길
서울 영등포구,당산동,래미안당산1차,1995,당산로54길,37.5338085,126.9058967,대한민국 서울 영등포구 당산동 당산로54길
서울 영등포구,당산동1가,신동아파밀리에,2008,영신로33길,37.5202555,126.8999031,대한민국 서울 영등포구 당산동1가 영신로33길
서울 영등포구,당산동1가,진로,1997,당산로,37.5225072,126.895906,대한민국 서울 영등포구 당산동1가 당산로
서울 영등포구,당산동4가,당산금호어울림,2002,국회대로37길,37.5281374,126.9000568,대한민국 서울 영등포구 당산동4가 국회대로37길
서울 영등포구,당산동4가,당산삼성2차,1997,당산로36길,37.5280782,126.8987254,대한민국 서울 영등포구 당산동4가 당산로36길
서울 영등포구,당산동4가,당산현대3차,1988,당산로41길,37.5315995,126.8979858,대한민국 서울 영등포구 당산동4가 당산로41길
서울 영등포구,당산동4가,당산현대5차,2000,당산로42길,37.5300428,126.9011082,대한민국 서울 영등포구 당산동4가 당산로42길
서울 영등포구,당산동4가,한강아파트,1999,영신로57길,37.5284629,126.9022356,대한민국 서울 영등포구 당산동4가 영신로57길
서울 영등포구,당산동4가,현대2,1986,국회대로29길,37.5289933,126.89684,대한민국 서울 영등포구 당산동4가 국회대로29길
서울 영등포구,당산동5가,당산효성1차,1999,당산로42길,37.5300428,126.9011082,대한민국 서울 영등포구 당산동5가 당산로42길
서울 영등포구,당산동5가,성원,1997,양평로,37.5352728,126.8997862,대한민국 서울 영등포구 당산동5가 양평로
서울 영등포구,대림동,e편한세상영등포아델포레,2020,신길로,37.4967202,126.9011231,대한민국 서울 영등포구 대림동
서울 영등포구,대림동,코오롱,1998,도영로,37.4967202,126.9011231,대한민국 서울 영등포구 대림동
서울 영등포구,대림동,현대3차,1997,도신로,37.5050997,126.8941164,대한민국 서울 영등포구 대림동 도신로
서울 영등포구,도림동,영등포아트자이,2014,도영로,37.5090212,126.89688,대한민국 서울 영등포구 도림동 도영로
서울 영등포구,문래동2가,남성,1983,경인로77길,37.5127344,126.8929007,대한민국 서울 영등포구 문래동2가 경인로77길
서울 영등포구,문래동3가,문래건영,1998,문래로,37.5184407,126.9013037,대한민국 서울 영등포구 문래동3가 문래로
서울 영등포구,문래동3가,문래공원한신,1988,문래로20길,37.5170277,126.8926289,대한민국 서울 영등포구 문래동3가 문래로20길
서울 영등포구,문래동6가,e편한세상 문래 에듀플라츠,2020,선유서로,37.5182313,126.88445,대한민국 서울 영등포구 문래동6가 선유서로
서울 영등포구,신길동,건영,1985,도림로,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,경남,1999,영등포로,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,더샵파크프레스티지,2022,가마산로79길,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,래미안영등포프레비뉴,2015,가마산로,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,보라매경남아너스빌,2005,여의대방로,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,삼성래미안,2001,신길로42길,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,삼환,1997,여의대방로43나길,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,신길센트럴아이파크,2019,가마산로,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,신길센트럴자이아파트,2021,신길로29길,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,신길자이,2011,가마산로79길,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,한성,1997,가마산로,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,신길동,힐스테이트클래시안,2020,신길로28길,37.5065214,126.9119108,대한민국 서울 영등포구 신길동
서울 영등포구,양평동1가,영등포중흥에스클래스,2021,선유서로24길,37.5236614,126.8874757,대한민국 서울 영등포구 양평동1가 선유서로24길
서울 영등포구,양평동2가,삼성래미안,1998,영등포로3길,37.5247522,126.8834932,대한민국 서울 영등포구 양평동2가 영등포로3길
서울 영등포구,양평동3가,거성파스텔,1999,선유로43가길,37.5282501,126.8914746,대한민국 서울 영등포구 양평동3가
서울 영등포구,양평동3가,양평현대6차,2000,선유로,37.5264549,126.8917773,대한민국 서울 영등포구 양평동3가 선유로
서울 영등포구,양평동4가,경남아너스빌,2000,양평로17길,37.5350675,126.8952859,대한민국 서울 영등포구 양평동4가 양평로17길
서울 영등포구,양평동4가,삼호한숲,2000,선유로47길,37.5357913,126.8949419,대한민국 서울 영등포구 양평동4가 선유로47길
서울 영등포구,양평동5가,양평한신,1996,양평로24길,37.5398869,126.8936818,대한민국 서울 영등포구 양평동5가 양평로24길
서울 영등포구,영등포동,두산위브,2004,신길로60나길,37.5222786,126.9078574,대한민국 서울 영등포구 영등포동
서울 영등포구,영등포동,영등포푸르지오,2002,도신로29길,37.5118104,126.9033596,대한민국 서울 영등포구 영등포동 도신로29길
서울 영등포구,영등포동2가,센트레빌아스테리움영등포아파트,2024,영등포로53길,37.5211962,126.9094035,대한민국 서울 영등포구 영등포동2가 영등포로53길
서울 영등포구,영등포동7가,경남아너스빌,1998,양산로,37.5230201,126.9031797,대한민국 서울 영등포구 영등포동7가 양산로
서울 영등포구,영등포동7가,포레나영등포센트럴,2020,국회대로50길,37.5240632,126.9059431,대한민국 서울 영등포구 영등포동7가 국회대로50길
서울 영등포구,영등포동8가,삼환,1999,영중로,37.5312324,126.9053941,대한민국 서울 영등포구 영등포동8가 영중로
서울 용산구,도원동,삼성래미안,2001,새창로,37.5395964,126.9576867,대한민국 서울 용산구 도원동 새창로
서울 용산구,산천동,리버힐삼성,2001,효창원로,37.5343278,126.9508827,대한민국 서울 용산구 산천동 효창원로
서울 용산구,산천동,한강타운,2001,새창로8길,37.53558,126.95029,대한민국 서울 용산구 산천동
서울 용산구,용문동,브라운스톤,2011,효창원로,37.5366785,126.9576422,대한민국 서울 용산구 용문동 효창원로
서울 용산구,원효로1가,용산더프라임,2014,원효로90길,37.5395643,126.9699502,대한민국 서울 용산구 원효로1가 원효로90길
서울 용산구,원효로4가,강변삼성스위트,1999,원효로,37.5323154,126.9554271,대한민국 서울 용산구 원효로4가 원효로
서울 용산구,이촌동,강변,1971,이촌로,37.5198387,126.9741329,대한민국 서울 용산구 이촌동 이촌로
서울 용산구,이촌동,이촌시범,1970,이촌로14길,37.5192594,126.9665446,대한민국 서울 용산구 이촌동
서울 용산구,한남동,리버탑,2001,독서당로6길,37.5299165,127.0077162,대한민국 서울 용산구 한남동 독서당로6길
서울 용산구,한남동,시범,1970,독서당로34길,37.53822,127.0074,대한민국 서울 용산구 한남동
서울 용산구,효창동,세양청마루,2006,백범로,37.5389314,126.9628175,대한민국 서울 용산구 효창동 백범로
서울 용산구,효창동,효창파크푸르지오,2010,백범로,37.5389314,126.9628175,대한민국 서울 용산구 효창동 백범로
서울 은평구,녹번동,래미안베라힐즈,2019,통일로,37.6034879,126.9350881,대한민국 서울 은평구 녹번동 통일로
서울 은평구,녹번동,북한산푸르지오,2015,통일로,37.6034879,126.9350881,대한민국 서울 은평구 녹번동 통일로
서울 은평구,녹번동,힐스테이트녹번,2019,통일로,37.6034879,126.9350881,대한민국 서울 은평구 녹번동 통일로
서울 은평구,수색동,DMCSKVIEW,2023,수색로,37.5901432,126.8851486,대한민국 서울 은평구 수색동 수색로
서울 은평구,수색동,DMCSK뷰아이파크포레,2025,수색로,37.5901432,126.8851486,대한민국 서울 은평구 수색동 수색로
서울 은평구,수색동,DMC롯데캐슬더퍼스트,2021,수색로,37.5901432,126.8851486,대한민국 서울 은평구 수색동 수색로
서울 은평구,수색동,DMC아트포레자이,2026,은평터널로,37.5825433,126.8962679,대한민국 서울 은평구 수색동 은평터널로
서울 은평구,수색동,DMC파인시티자이,2025,은평터널로,37.5825433,126.8962679,대한민국 서울 은평구 수색동 은평터널로
서울 은평구,응암동,녹번역e편한세상캐슬,2021,은평로,37.5926573,126.9216114,대한민국 서울 은평구 응암동
